subject,identifier,type,creator,title,volume,edition,publisher,year,format,ISBN,ISSN,ISMN,EAN/UPC,binding/price,language,country,date of publication,description,collective title,links,relation,rights,subject headings,connected titles,uniform title,frequency,wv number
004 Informatik,"URN:urn:nbn:de:101:1-2023122001003315450382, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2023122001003315450382, URL:http://d-nb.info/1314114387/34, , IDN:1314114387",Online-Ressource,"Grulich, Philipp [Verfasser] ; Markl, Volker [Akademischer Betreuer] ; Markl, Volker [Gutachter] ; Binnig, Carsten [Gutachter] ; Idreos, Stratos [Gutachter]","Query compilation for modern data processing environments / Philipp Marian Grulich ; Gutachter: Volker Markl, Carsten Binnig, Stratos Idreos ; Betreuer: Volker Markl",,,Berlin : Technische Universität Berlin,2023,Online-Ressource,,,,,,eng,XA-DE-BE,,,,,,lizenzfrei,,,,,"24,O01"
004 Informatik,"URN:urn:nbn:de:bsz:25-freidok-2375089, URL:http://nbn-resolving.de/urn:nbn:de:bsz:25-freidok-2375089, URL:http://d-nb.info/1294743929/34, URL:https://freidok.uni-freiburg.de/data/237508, IDN:1294743929",Online-Ressource,"Qaseem, Ammar [Verfasser] ; Günther, Stefan [Akademischer Betreuer] ; Backofen, Rolf [Sonstige] ; Bechthold, Andreas [Sonstige]",Recognition of functional relationships between biomedical concepts in the scientific literature using text mining and machine learning,,,Freiburg : Universität,2023,Online-Ressource,,,,,,eng,XA-DE-BW,,,,,,lizenzfrei,,,,,"23,O08"
004 Informatik,"URN:urn:nbn:de:bsz:14-qucosa2-867634, URL:http://nbn-resolving.de/urn:nbn:de:bsz:14-qucosa2-867634, URL:http://d-nb.info/1299357636/34, , IDN:1299357636",Online-Ressource,"Hertzschuch, Axel [Verfasser] ; Lehner, Wolfgang [Gutachter] ; Pavlo, Andy [Gutachter]","Robust Query Optimization for Analytical Database Systems / Axel Hertzschuch ; Gutachter: Wolfgang Lehner, Andy Pavlo",,,Dresden : Technische Universität Dresden,2023,Online-Ressource,,,,,,eng,XA-DE-SN,,,,,,lizenzfrei,,,,,"23,O09"
004 Informatik,"URN:urn:nbn:de:bsz:14-qucosa2-871991, URL:http://nbn-resolving.de/urn:nbn:de:bsz:14-qucosa2-871991, URL:http://d-nb.info/1304046567/34, , IDN:1304046567",Online-Ressource,"Hertzschuch, Axel [Verfasser]",Robust Query Optimization for Analytical Database Systems / Axel Hertzschuch,,,Dresden : Technische Universität Dresden,2023,Online-Ressource,,,,,,eng,XA-DE-SN,,,,,,lizenzfrei,,,,,"23,O10"
"610 Medizin, Gesundheit","URN:urn:nbn:de:101:1-2024022800345276293946, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2024022800345276293946, URL:http://d-nb.info/1321872070/34, URL:https://publications.rwth-aachen.de/record/976446, IDN:1321872070",Online-Ressource,"Merkelbach, Kilian [Verfasser] ; Schuppert, Andreas [Akademischer Betreuer] ; Trimpe, Johann Sebastian [Akademischer Betreuer]","Salient features for longitudinal patient data using deep recurrent autoencoders / Kilian Merkelbach ; Andreas Schuppert, Johann Sebastian Trimpe",,,Aachen : Universitätsbibliothek der RWTH Aachen,2023,Online-Ressource,,,,,,eng,XA-DE-NW,,,"Aachen : RWTH Aachen University, 2023",,,lizenzfrei,,,,,"24,O03"
004 Informatik,"URN:urn:nbn:de:hbz:5-71241, URL:http://nbn-resolving.de/urn:nbn:de:hbz:5-71241, URL:http://d-nb.info/1315506971/34, URL:https://hdl.handle.net/20.500.11811/10945, IDN:1315506971",Online-Ressource,"Draschner, Carsten Felix [Verfasser] ; Lehmann, Jens [Akademischer Betreuer] ; Wrobel, Stefan [Gutachter]",Scalable Distributed Machine Learning for Knowledge Graphs / Carsten Felix Draschner ; Gutachter: Stefan Wrobel ; Betreuer: Jens Lehmann,,,Bonn : Universitäts- und Landesbibliothek Bonn,2023,Online-Ressource,,,,,,eng,XA-DE-NW,,,,,,lizenzfrei,,,,,"24,O02"
004 Informatik,"URN:urn:nbn:de:bsz:180-madoc-636836, URL:http://nbn-resolving.de/urn:nbn:de:bsz:180-madoc-636836, URL:http://d-nb.info/1278246444/34, URL:https://madoc.bib.uni-mannheim.de/63683/, IDN:1278246444",Online-Ressource,"Müller, Magnus [Verfasser] ; Moerkotte, Guido [Akademischer Betreuer]",Selected problems in cardinality estimation / Magnus Müller ; Betreuer: Guido Moerkotte,,,Mannheim : Universitätsbibliothek Mannheim,2023,Online-Ressource,,,,,,eng,XA-DE-BW,,,,,,lizenzfrei,,,,,"23,O02"
004 Informatik,"URN:urn:nbn:de:bsz:291--ds-400634, URL:http://nbn-resolving.de/urn:nbn:de:bsz:291--ds-400634, URL:http://d-nb.info/1296441016/34, URL:https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/36090, IDN:1296441016",Online-Ressource,"Ruiter, Dana Verfasser] ; [Klakow, Dietrich [Akademischer Betreuer]",Self-supervised learning in natural language processing / Dana Ruiter ; Betreuer: Dietrich Klakow,,,Saarbrücken : Saarländische Universitäts- und Landesbibliothek,2023,Online-Ressource,,,,,,eng,XA-DE-SL,,,,,,lizenzfrei,,,,,"23,O08"
004 Informatik,"URN:urn:nbn:de:101:1-2023042702264965615515, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2023042702264965615515, URL:http://d-nb.info/1287126340/34, URL:https://www.repo.uni-hannover.de/handle/123456789/13647, IDN:1287126340",Online-Ressource,"Jozashoori, Samaneh [Verfasser]",Semantic data integration and knowledge graph creation at scale / Samaneh Jozashoori,,,Hannover : Gottfried Wilhelm Leibniz Universität,2023,Online-Ressource,,,,,,eng,XA-DE-NI,,,,,,lizenzfrei,,,,,"23,O05"
"621.3 Elektrotechnik, Elektronik ; 004 Informatik","URN:urn:nbn:de:101:1-2023102001352799876867, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2023102001352799876867, URL:http://d-nb.info/1306665221/34, URL:https://publications.rwth-aachen.de/record/968533, IDN:1306665221",Online-Ressource,"Haghgoo, Maliheh [Verfasser] ; Monti, Antonello [Akademischer Betreuer] ; Decker, Stefan [Akademischer Betreuer]","Semantic interoperability as a service for the smart energy system / Maliheh Haghgoo ; Antonello Monti, Stefan Josef Decker",,,Aachen : Universitätsbibliothek der RWTH Aachen,2023,Online-Ressource,,,,,,ger,XA-DE-NW,,,"Aachen : E.ON Energy Research Center, RWTH Aachen University, 2023 (E.ON Energy Research Center; 120)",,,lizenzfrei,,,,,"23,O11"
"300 Sozialwissenschaften, Soziologie, Anthropologie","URN:urn:nbn:de:bvb:473-irb-577219, URL:http://nbn-resolving.de/urn:nbn:de:bvb:473-irb-577219, URL:http://d-nb.info/1285419146/34, , IDN:1285419146",Online-Ressource,"Meinfelder, Florian [Verfasser] ; Rendtel, Ulrich [Verfasser] ; Seidel, Willi [Verfasser] ; Müller, Christine H. [Verfasser] ; Wagner, Joachim Verfasser] ; [Chlumsky, Jürgen [Verfasser] ; Zwick, Markus [Verfasser]","Statistik zwischen Data Science, Artificial Intelligence und Big Data : Beiträge aus dem Kolloquium „Make Statistics great again“ / Florian Meinfelder, Ulrich Rendtel, Willi Seidel, Christine Müller, Joachim Wagner, Jürgen Chlumsky, Markus Zwick",,,Bamberg : Otto-Friedrich-Universität Bamberg,2023,Online-Ressource,,,,,,ger,XA-DE-BY,,,,,,lizenzfrei,,,,,"23,O05"
004 Informatik,"URN:urn:nbn:de:hbz:386-kluedo-74825, URL:http://nbn-resolving.de/urn:nbn:de:hbz:386-kluedo-74825, URL:http://d-nb.info/1308856997/34, URL:https://kluedo.ub.rptu.de/frontdoor/index/index/docId/7482, IDN:1308856997",Online-Ressource,"Mercier, Dominique [Verfasser] ; Dengel, Andreas [Akademischer Betreuer] ; Vollmer, Sebastian [Akademischer Betreuer]","TimeFrame: A Novel Framework for Interpretable and Privacy-Preserving Deep Learning for Time Series Analysis / Dominique Mercier ; Andreas Dengel, Sebastian Vollmer",,,Kaiserslautern-Landau : Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau,2023,Online-Ressource,,,,,,eng,XA-DE-RP,,,,,,lizenzfrei,Artificial Intelligence ; Time Series ; Deep Learning ; Explainability ; Privacy,,,,"23,O12"
"610 Medizin, Gesundheit","URN:urn:nbn:de:bsz:16-heidok-332810, URL:http://nbn-resolving.de/urn:nbn:de:bsz:16-heidok-332810, URL:http://d-nb.info/1296449742/34, URL:http://www.ub.uni-heidelberg.de/archiv/33281, IDN:1296449742",Online-Ressource,"Ayala, Leonardo [Verfasser] ; Maier-Hein, Lena [Akademischer Betreuer]",Translational Functional Imaging in Surgery Enabled by Deep Learning / Leonardo Antonio Ayala Menjivar ; Betreuer: Lena Maier-Hein,,,Heidelberg : Universitätsbibliothek Heidelberg,2023,Online-Ressource,,,,,,eng,XA-DE-BW,,,,,,lizenzfrei,deep learning ; data science ; functional imaging ; surgery ; medicine ; medical imaging ; deep learning ; spectral imaging ; multispectal imaging ; hyperspectral imaging,,,,"23,O08"
650 Management,"URN:urn:nbn:de:bsz:93-opus-ds-130534, URL:http://nbn-resolving.de/urn:nbn:de:bsz:93-opus-ds-130534, URL:http://d-nb.info/1289484953/34, , IDN:1289484953",Online-Ressource,"Hahn, Michael [Verfasser] ; Leymann, Frank [Akademischer Betreuer]",Transparent data exchange in service choreographies : an eScience perspective / Michael Hahn ; Betreuer: Frank Leymann,,,Stuttgart : Universitätsbibliothek der Universität Stuttgart,2023,Online-Ressource,,,,,,eng,XA-DE-BW,,,,,,lizenzfrei,,,,,"23,O06"
"000 Allgemeines, Wissenschaft","URN:urn:nbn:de:kobv:11-110-18452/26543-2, URL:http://nbn-resolving.de/urn:nbn:de:kobv:11-110-18452/26543-2, URL:http://d-nb.info/1281503185/34, URL:http://edoc.hu-berlin.de/18452/26543, IDN:1281503185",Online-Ressource,"Meistring, Marcel [Verfasser]",Überlegungen zu einem Bewertungssystem für Forschungsdatenpublikationen unter Einbezug der FAIR-Prinzipien / Marcel Meistring,,,Berlin : Humboldt-Universität zu Berlin,2023,Online-Ressource,,,,,,ger,XA-DE-BE,,,"Berliner Handreichungen zur Bibliotheks- und Informationswissenschaft, Band 502, 2023",,,lizenzfrei,,,,,"23,O03"
"000 Allgemeines, Wissenschaft","URN:urn:nbn:de:101:1-2023011715254791639156, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2023011715254791639156, URL:http://d-nb.info/127839267X/34, URL:https://edoc.hu-berlin.de/bitstream/handle/18452/26543/BHR502_Meistring.pdf?sequence=1&isAllowed=y, ISSN:ISSN der Vorlage: 14 38-76 62, IDN:127839267X",Online-Ressource,"Meistring, Marcel [Verfasser]",Überlegungen zu einem Bewertungssystem für Forschungsdatenpublikationen unter Einbezug der FAIR-Prinzipien : Am Beispiel der Geowissenschaften / Marcel Meistring,,,Berlin : Institut für Bibliotheks- und Informationswissenschaft der Humboldt-Universität zu Berlin,2023,Online-Ressource,,,,,,ger,XA-DE-BE,,,Berliner Handreichungen zur Bibliotheks- und Informationswissenschaft ; 502,,,lizenzfrei,,,,,"23,O02"
004 Informatik,"URN:urn:nbn:de:gbv:27-dbt-20230824-141808-000, URL:http://nbn-resolving.de/urn:nbn:de:gbv:27-dbt-20230824-141808-000, URL:http://d-nb.info/1300441232/34, URL:https://www.db-thueringen.de/receive/dbt_mods_00058511, IDN:1300441232",Online-Ressource,"Bondarenko, Alexander [Verfasser] ; Hagen, Matthias [Gutachter] ; Eickhoff, Carsten [Gutachter] ; Ferro, Nicola [Gutachter]","Understanding comparative questions and retrieving argumentative answers / Alexander Bondarenko ; Gutachter: Matthias Hagen, Carsten Eickhoff, Nicola Ferro",,,Jena : Friedrich-Schiller-Universität Jena,2023,"Online-Ressource, 176 Seiten",,,,,,eng,XA-DE-TH,,,,,,lizenzfrei,Abfragesprache ; Frage ; Argument ; Information,,,,"23,O09"
004 Informatik,"URN:urn:nbn:de:hebis:30:3-739354, URL:http://nbn-resolving.de/urn:nbn:de:hebis:30:3-739354, URL:http://d-nb.info/1291461124/34, URL:http://publikationen.ub.uni-frankfurt.de/frontdoor/index/index/docId/73935, IDN:1291461124",Online-Ressource,"Tran, Hung The [Verfasser] ; Meyer, Ulrich [Akademischer Betreuer] ; Hoefer, Martin [Gutachter] ; Meyer, Ulrich [Gutachter]","Uniform sampling of simple graphs with prescribed degrees and experimental algorithms for external memory / Hung The Tran ; Gutachter: Martin Hoefer, Ulrich Meyer ; Betreuer: Ulrich Meyer",,,Frankfurt am Main : Universitätsbibliothek Johann Christian Senckenberg,2023,Online-Ressource,,,,,,eng,XA-DE-HE,,,,,,lizenzfrei,,,,,"23,O07"
004 Informatik,"URN:urn:nbn:de:kobv:517-opus4-589490, URL:http://nbn-resolving.de/urn:nbn:de:kobv:517-opus4-589490, URL:http://d-nb.info/1288877722/34, URL:https://publishup.uni-potsdam.de/frontdoor/index/index/docId/58949, IDN:1288877722",Online-Ressource,"Koßmann, Jan Michael [Verfasser] ; Plattner, Hasso [Akademischer Betreuer] ; Plattner, Hasso [Gutachter] ; Lehner, Wolfgang [Gutachter] ; Saake, Gunter [Gutachter]","Unsupervised database optimization : efficient index selection & data dependency-driven query optimization / Jan Koßmann ; Gutachter: Hasso Plattner, Wolfgang Lehner, Gunter Saake ; Betreuer: Hasso Plattner",,,Potsdam : Universität Potsdam,2023,Online-Ressource,,,,,,eng,XA-DE-BB,,,,,,lizenzfrei,,,,,"23,O06"
"621.3 Elektrotechnik, Elektronik","URN:urn:nbn:de:hbz:832-epub4-21123, URL:http://nbn-resolving.de/urn:nbn:de:hbz:832-epub4-21123, URL:http://d-nb.info/1282727907/34, URL:https://epb.bibl.th-koeln.de/frontdoor/index/index/docId/2112, IDN:1282727907",Online-Ressource,"Janik, Patryk [Verfasser] ; Krawutschke, Tobias [Gutachter] ; Karagounis, Michael [Gutachter]","Untersuchung der Yosys Hardwaresynthese von der internen Datenstruktur RTLIL bis zur Netzliste / Patryk Janik ; Gutachter: Tobias Krawutschke, Michael Karagounis",,,Köln : Hochschulbibliothek der Technischen Hochschule Köln,2023,Online-Ressource,,,,,,ger,XA-DE-NW,,,,,,lizenzfrei,,,,,"23,O04"
004 Informatik,"URN:urn:nbn:de:101:1-2024012400334771931614, URL:http://nbn-resolving.de/urn:nbn:de:101:1-2024012400334771931614, URL:http://d-nb.info/1317002652/34, URL:https://publications.rwth-aachen.de/record/973982, IDN:1317002652",Online-Ressource,"Barhoush, Mahdi [Verfasser] ; Schmeink, Anke [Akademischer Betreuer] ; Leonhardt, Steffen [Akademischer Betreuer]","Using machine learning in the medical field : speaker signal processing and distributed learning systems / Mahdi Barhoush ; Anke Schmeink, Steffen Leonhardt",,,Aachen : Universitätsbibliothek der RWTH Aachen,2023,Online-Ressource,,,,,,eng,XA-DE-NW,,,"Aachen : RWTH Aachen University, 2023",,,lizenzfrei,,,,,"24,O02"
004 Informatik,"URN:urn:nbn:de:hbz:5-71499, URL:http://nbn-resolving.de/urn:nbn:de:hbz:5-71499, URL:http://d-nb.info/1315505061/34, URL:https://hdl.handle.net/20.500.11811/10947, IDN:1315505061",Online-Ressource,"Lübbering, Max [Verfasser] ; Bauckhage, Christian [Akademischer Betreuer] ; Wrobel, Stefan [Gutachter]",Utilization of Reconstructive Representation Learning for Robust Classification / Max Lübbering ; Gutachter: Stefan Wrobel ; Betreuer: Christian Bauckhage,,,Bonn : Universitäts- und Landesbibliothek Bonn,2023,Online-Ressource,,,,,,eng,XA-DE-NW,,,,,,lizenzfrei,,,,,"24,O02"
004 Informatik,"URN:urn:nbn:de:bvb:91-diss-20230313-1685412-1-5, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20230313-1685412-1-5, URL:http://d-nb.info/1286082560/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20230313-1685412-1-5, IDN:1286082560",Online-Ressource,"Kurle, Richard [Verfasser] ; Günnemann, Stephan [Akademischer Betreuer] ; Groh, Georg [Gutachter] ; Günnemann, Stephan [Gutachter]","Variational Bayes for Continual Learning and Time-Series Forecasting / Richard Kurle ; Gutachter: Georg Groh, Stephan Günnemann ; Betreuer: Stephan Günnemann",,,München : Universitätsbibliothek der TU München,2023,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"23,O05"
"621.3 Elektrotechnik, Elektronik","URN:urn:nbn:de:bvb:91-diss-20230223-1661215-1-4, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20230223-1661215-1-4, URL:http://d-nb.info/1289752591/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20230223-1661215-1-4, IDN:1289752591",Online-Ressource,"Noll, Andreas Verfasser] ; [Steinbach, Eckehard [Akademischer Betreuer] ; Altinsoy, Ercan Gutachter] ; [Steinbach, Eckehard [Gutachter]","Vibrotactile Communication: Signal Compression, Quality Assessment and Enhancement, Actuator Equalization / Andreas Noll ; Gutachter: Ercan Altinsoy, Eckehard Steinbach ; Betreuer: Eckehard Steinbach",,,München : Universitätsbibliothek der TU München,2023,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"23,O06"
004 Informatik,"URN:urn:nbn:de:kobv:517-opus4-613942, URL:http://nbn-resolving.de/urn:nbn:de:kobv:517-opus4-613942, URL:http://d-nb.info/1310698082/34, URL:https://publishup.uni-potsdam.de/frontdoor/index/index/docId/61394, IDN:1310698082",Online-Ressource,"Thorbrügge, Carsten Verfasser] ; [Desel, Jörg [Verfasser] ; Schäfer, Len Ole [Verfasser]","Vorqualifikationen und Anerkennungsoptionen im Informatikstudium / Carsten Thorbrügge, Jörg Desel, Len Ole Schäfer",,,Potsdam : Universität Potsdam; Potsdam : Universitätsverlag Potsdam,2023,Online-Ressource,,,,,,ger,XA-DE-BB,,,,,,lizenzfrei,,,,,"23,O12"
020 Bibliotheks- und Informationswissenschaft,"URN:urn:nbn:de:bsz:960-opus4-23125, URL:http://nbn-resolving.de/urn:nbn:de:bsz:960-opus4-23125, URL:http://d-nb.info/1264120818/34, URL:https://serwiss.bib.hs-hannover.de/frontdoor/index/index/docId/2312, IDN:1264120818",Online-Ressource,"Dille, Nils [Verfasser] ; Stegemeyer, Merle [Verfasser] ; Janus, Leandra [Verfasser] ; Witten, Marna [Verfasser] ; Menzel, Marie-Antoinette [Verfasser] ; Arnold, Michelle [Verfasser] ; Eichhorn, Karin [Verfasser]","30th BOBCATSSS Symposium - Book of Abstracts / Nils Dille, Merle Stegemeyer, Leandra Janus, Marna Witten, Marie-Antoinette Menzel, Michelle Arnold, Karin Eichhorn ; University of Debrecen",,,Hannover : Hochschule Hannover,2022,Online-Ressource,,,,,,eng,XA-DE-NI,,,,,,lizenzfrei,Öffentliche Bibliothek ; Wissenschaftliche Bibliothek ; Data Science ; Information Retrieval,,,,"22,O09"
004 Informatik,"URN:urn:nbn:de:bvb:29-opus4-201503, URL:http://nbn-resolving.de/urn:nbn:de:bvb:29-opus4-201503, URL:http://d-nb.info/126920775X/34, URL:https://opus4.kobv.de/opus4-fau/frontdoor/index/index/docId/20150, IDN:126920775X",Online-Ressource,"Schwab, Peter K. [Verfasser] ; Meyer-Wegener, Klaus [Akademischer Betreuer] ; Meyer-Wegener, Klaus [Gutachter]",A Query Repository With Evolutionary Policy-Based Classification of SQL Queries / Peter K. Schwab ; Gutachter: Klaus Meyer-Wegener ; Betreuer: Klaus Meyer-Wegener,,,Erlangen : Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU),2022,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"22,O10"
620 Ingenieurwissenschaften und Maschinenbau,"URN:urn:nbn:de:bvb:91-diss-20221116-1651626-1-4, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20221116-1651626-1-4, URL:http://d-nb.info/128171321X/34, URL:http://nbn-resolving.de/urn:nbn:de:bvb:91-diss-20221116-1651626-1-4, IDN:128171321X",Online-Ressource,"Hofbauer, Markus Verfasser] ; [Steinbach, Eckehard [Akademischer Betreuer] ; Steinbach, Eckehard [Gutachter] ; Lienkamp, Markus [Gutachter]","Adaptive Live Video Streaming for Teleoperated Driving / Markus Hofbauer ; Gutachter: Eckehard Steinbach, Markus Lienkamp ; Betreuer: Eckehard Steinbach",,,München : Universitätsbibliothek der TU München,2022,Online-Ressource,,,,,,eng,XA-DE-BY,,,,,,lizenzfrei,,,,,"23,O03"
